"covidence_id","source","paper_title","short_cite","citation","link","spec_site","site","WDPA.ID","plot_size_ha","lat","long","area","paper_month_start","paper_year_start","paper_month_end","paper_year_end","method","fruit_flower","onset","end","percent_species","percent_indiv","reproduction % basal area","other_descript","onset_date","end_date","paper_start_month","paper_end_month","paper_start_date","paper_end_date"
"6","lit review","Density-dependent reproductive success among sympatric dipterocarps during a major mast fruiting event","Aoyagi et al. 2023","Aoyagi, R., Imai, N., Samejima, H., & Kitayama, K. (2023). Density-dependent reproductive success among sympatric dipterocarps during a major mast fruiting event. Biotropica, 55, 742–754. https://doi.org/10.1111/btp.13225","https://onlinelibrary.wiley.com/doi/10.1111/btp.13225",NA,"Deramakot Forest Reserve","NA","2","5.2416667","117.1933333","Sabah","May",2010,"October",2010,"seed traps","flower","April 2010","July 2010",NA,NA,NA,NA,2010-04-01,2010-07-01,"May","October",2010-05-01,2010-10-01
"357","lit review","Bornean tropical forests recovering from logging at risk of regeneration failure","Bartholomew et al. 2024","Bartholomew, D. C., Hayward, R., Burslem, D. F. R. P., Bittencourt, P. R. L., Chapman, D., Bin Suis, M. A. F., Nilus, R., O’Brien, M. J., Reynolds, G., Rowland, L., Banin, L. F., & Dent, D. (2024). Bornean tropical forests recovering from logging at risk of regeneration failure. Global Change Biology, 30, e17209. https://doi.org/10.1111/gcb.17209","https://onlinelibrary.wiley.com/doi/10.1111/gcb.17209",NA,"Ulu Segama Forest Reserve","555705678","126800","4.9611111","117.8","Sabah","September",2019,"March",2021,"MA","fruit","July 2019","August 2019",NA,NA,NA,NA,2019-07-01,2019-08-01,"September","March",2019-09-01,2021-03-01
"359","lit review","Abundance of insect seed predators and intensity of seed predation on Shorea (Dipterocarpaceae) in two consecutive masting events in Peninsular Malaysia","Hosaka et al. 2011","Hosaka T, Yumoto T, Chen Y-Y, Sun I-F, Wright SJ, Md. Noor NS. Abundance of insect seed predators and intensity of seed predation on Shorea (Dipterocarpaceae) in two consecutive masting events in Peninsular Malaysia. Journal of Tropical Ecology. 2011;27(6):651-655. doi:10.1017/S0266467411000393","https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/abundance-of-insect-seed-predators-and-intensity-of-seed-predation-on-shorea-dipterocarpaceae-in-two-consecutive-masting-events-in-peninsular-malaysia/A70318BB455A9E73171FE815539DB7D9",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","fruit","November 2001","February 2002",NA,NA,NA,NA,2001-11-01,2002-02-01,"August","September",2001-08-01,2002-09-01
"359","lit review","Abundance of insect seed predators and intensity of seed predation on Shorea (Dipterocarpaceae) in two consecutive masting events in Peninsular Malaysia","Hosaka et al. 2011","Hosaka T, Yumoto T, Chen Y-Y, Sun I-F, Wright SJ, Md. Noor NS. Abundance of insect seed predators and intensity of seed predation on Shorea (Dipterocarpaceae) in two consecutive masting events in Peninsular Malaysia. Journal of Tropical Ecology. 2011;27(6):651-655. doi:10.1017/S0266467411000393","https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/abundance-of-insect-seed-predators-and-intensity-of-seed-predation-on-shorea-dipterocarpaceae-in-two-consecutive-masting-events-in-peninsular-malaysia/A70318BB455A9E73171FE815539DB7D9",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","fruit","April 2002","September 2002",NA,NA,NA,NA,2002-04-01,2002-09-01,"August","September",2001-08-01,2002-09-01
"359","lit review","Abundance of insect seed predators and intensity of seed predation on Shorea (Dipterocarpaceae) in two consecutive masting events in Peninsular Malaysia","Hosaka et al. 2011","Hosaka T, Yumoto T, Chen Y-Y, Sun I-F, Wright SJ, Md. Noor NS. Abundance of insect seed predators and intensity of seed predation on Shorea (Dipterocarpaceae) in two consecutive masting events in Peninsular Malaysia. Journal of Tropical Ecology. 2011;27(6):651-655. doi:10.1017/S0266467411000393","https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/abundance-of-insect-seed-predators-and-intensity-of-seed-predation-on-shorea-dipterocarpaceae-in-two-consecutive-masting-events-in-peninsular-malaysia/A70318BB455A9E73171FE815539DB7D9",NA,"Pasoh Forest Reserve","NA","50","2.982","102.313","Peninsular Malaysia","August",2001,"September",2002,"seed traps","flower","August 2001","November 2001","85.7","35.7",NA,NA,2001-08-01,2001-11-01,"August","September",2001-08-01,2002-09-01
"361","lit review","Population and reproductive phenology of the philippine teak (Tectona philippinensis Benth. & Hook. F.) in Lobo Coast of Verde Island Passage, Batangas, Philippines","Caringal et al. 2015","Caringal, Anacleto M.; Buot, Inocencio E.; and Aragones, Eustaquio G., ""Population and reproductive phenology of the philippine teak (Tectona philippinensis Benth. & Hook. F.) in Lobo Coast of Verde Island Passage, Batangas, Philippines"" (2021). Journal Article. 1795.
https://www.ukdr.uplb.edu.ph/journal-articles/1795","https://www.researchgate.net/publication/292577104_Population_and_Reproductive_Phenology_of_the_Philippine_Teak_Teetona_philippinensis_Benth_Hook_f_in_Lobo_Coast_of_Verde_Island_Passage_Batangas_Philippines",NA,"Lobo","NA","18,886.50","13.6355556","121.2016667","Philippines","June",2008,"September",2008,"NA","flower","June 2008","July 2008",NA,NA,NA,NA,2008-06-01,2008-07-01,"June","September",2008-06-01,2008-09-01
"361","lit review","Population and reproductive phenology of the philippine teak (Tectona philippinensis Benth. & Hook. F.) in Lobo Coast of Verde Island Passage, Batangas, Philippines","Caringal et al. 2015","Caringal, Anacleto M.; Buot, Inocencio E.; and Aragones, Eustaquio G., ""Population and reproductive phenology of the philippine teak (Tectona philippinensis Benth. & Hook. F.) in Lobo Coast of Verde Island Passage, Batangas, Philippines"" (2021). Journal Article. 1795.
https://www.ukdr.uplb.edu.ph/journal-articles/1795","https://www.researchgate.net/publication/292577104_Population_and_Reproductive_Phenology_of_the_Philippine_Teak_Teetona_philippinensis_Benth_Hook_f_in_Lobo_Coast_of_Verde_Island_Passage_Batangas_Philippines",NA,"Lobo","NA","18,886.50","13.6355556","121.2016667","Philippines","June",2008,"September",2008,"NA","fruit","August 2008","September 2008",NA,NA,NA,NA,2008-08-01,2008-09-01,"June","September",2008-06-01,2008-09-01
"378","lit review","Survivorship of Shorea Curtisii seedlings in a hill Dipterocarp forest, peninsular Malaysia","Niiyama et al. 2016","Niiyama, K., Iida, S., Kimura, K., Sato, T., Azizi, R., & Rahman, K. A. (2016). SURVIVORSHIP OF “SHOREA CURTISII” SEEDLINGS IN A HILL DIPTEROCARP FOREST, PENINSULAR MALAYSIA. Journal of Tropical Forest Science, 28, 334–341. http://www.jstor.org/stable/43856542","https://www.jstor.org/stable/43856542?seq=1",NA,"Semangkok Forest Reserve","NA","28","3.6166667","101.733333","Peninsular Malaysia","October",1996,"November",1998,"seed traps","flower","March 1996","June 1996",NA,NA,NA,"about 18% of the large S. curtisii trees flowered",1996-03-01,1996-06-01,"October","November",1996-10-01,1998-11-01
"378","lit review","Survivorship of Shorea Curtisii seedlings in a hill Dipterocarp forest, peninsular Malaysia","Niiyama et al. 2016","Niiyama, K., Iida, S., Kimura, K., Sato, T., Azizi, R., & Rahman, K. A. (2016). SURVIVORSHIP OF “SHOREA CURTISII” SEEDLINGS IN A HILL DIPTEROCARP FOREST, PENINSULAR MALAYSIA. Journal of Tropical Forest Science, 28, 334–341. http://www.jstor.org/stable/43856542","https://www.jstor.org/stable/43856542?seq=1",NA,"Semangkok Forest Reserve","NA","28","3.6166667","101.733333","Peninsular Malaysia","October",1996,"November",1998,"seed traps","flower","March 1998","June 1998",NA,NA,NA,"about 76% of S. curtisii trees flowered",1998-03-01,1998-06-01,"October","November",1996-10-01,1998-11-01
"395","lit review","Assessment of seedling abundance, survival and growth of two dipterocarpspecies in peat swamp forests of Brunei Darussalam","Din et al. 2018","Din, H., Bakiri, N., Sukri, R. & Metali, F. (2018). Assessment of seedling abundance, survival and growth of two dipterocarp species in peat swamp forests of Brunei Darussalam. Biotropia, 25, 148-154.","https://www.researchgate.net/publication/328917473_Assessment_of_seedling_abundance_survival_and_growth_of_two_dipterocarp_species_in_peat_swamp_forests_of_Brunei_Darussalam",NA,"Anduki Forest Reserve","3843","916","4.6275","114.3669833","Brunei","September",2014,"February",2015,"NA","fruit","March 2014","May 2014",NA,NA,NA,NA,2014-03-01,2014-05-01,"September","February",2014-09-01,2015-02-01
"395","lit review","Assessment of seedling abundance, survival and growth of two dipterocarpspecies in peat swamp forests of Brunei Darussalam","Din et al. 2018","Din, H., Bakiri, N., Sukri, R. & Metali, F. (2018). Assessment of seedling abundance, survival and growth of two dipterocarp species in peat swamp forests of Brunei Darussalam. Biotropia, 25, 148-154.","https://www.researchgate.net/publication/328917473_Assessment_of_seedling_abundance_survival_and_growth_of_two_dipterocarp_species_in_peat_swamp_forests_of_Brunei_Darussalam",NA,"Badas","32949","443","4.5692","114.4111333","Brunei","September",2014,"February",2015,"NA","fruit","March 2014","May 2014",NA,NA,NA,NA,2014-03-01,2014-05-01,"September","February",2014-09-01,2015-02-01
"175","lit review","Abrupt increase in phosphorus and potassium fluxes during a masting event in a Bornean tropical forest","Aoyagi et al. 2018","Aoyagi, R., Imai, N., Hidaka, A., Samejima, H. and Kitayama, K. (2018), Abrupt increase in phosphorus and potassium fluxes during a masting event in a Bornean tropical forest. Ecol. Res., 33: 1193-1205. https://doi.org/10.1007/s11284-018-1642-9","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1007/s11284-018-1642-9",NA,"Deramakot Forest Reserve","NA","2","5.3666667","117.4166667","Sabah","May",2010,"December",2014,"litter traps","flower","April 2010","July 2010",NA,NA,NA,NA,2010-04-01,2010-07-01,"May","December",2010-05-01,2014-12-01
"175","lit review","Abrupt increase in phosphorus and potassium fluxes during a masting event in a Bornean tropical forest","Aoyagi et al. 2018","Aoyagi, R., Imai, N., Hidaka, A., Samejima, H. and Kitayama, K. (2018), Abrupt increase in phosphorus and potassium fluxes during a masting event in a Bornean tropical forest. Ecol. Res., 33: 1193-1205. https://doi.org/10.1007/s11284-018-1642-9","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1007/s11284-018-1642-9",NA,"Deramakot Forest Reserve","NA","2","5.3666667","117.4166667","Sabah","May",2010,"December",2014,"litter traps","fruit","July 2010","December 2010",NA,NA,NA,NA,2010-07-01,2010-12-01,"May","December",2010-05-01,2014-12-01
"405","lit review","Size-related flowering and fecundity in the tropical canopy tree species, Shorea acuminata (Dipterocarpaceae) during two consecutive general flowerings","Naito et al. 2008","Naito, Y., Kanzaki, M., Numata, S. et al. Size-related flowering and fecundity in the tropical canopy tree species, Shorea acuminata (Dipterocarpaceae) during two consecutive general flowerings. J Plant Res 121, 33–42 (2008). https://doi.org/10.1007/s10265-007-0116-x","https://link.springer.com/article/10.1007/s10265-007-0116-x",NA,"Pasoh Forest Reserve","NA","40","2.982","102.313","Peninsular Malaysia","September",2001,"October",2002,"binoculars","flower/fruiting not differentiated","September 2001","March 2002","24",NA,NA,NA,2001-09-01,2002-03-01,"September","October",2001-09-01,2002-10-01
"405","lit review","Size-related flowering and fecundity in the tropical canopy tree species, Shorea acuminata (Dipterocarpaceae) during two consecutive general flowerings","Naito et al. 2008","Naito, Y., Kanzaki, M., Numata, S. et al. Size-related flowering and fecundity in the tropical canopy tree species, Shorea acuminata (Dipterocarpaceae) during two consecutive general flowerings. J Plant Res 121, 33–42 (2008). https://doi.org/10.1007/s10265-007-0116-x","https://link.springer.com/article/10.1007/s10265-007-0116-x",NA,"Pasoh Forest Reserve","NA","40","2.982","102.313","Peninsular Malaysia","September",2001,"October",2002,"binoculars","flower/fruiting not differentiated","April 2002","October 2002","55",NA,NA,NA,2002-04-01,2002-10-01,"September","October",2001-09-01,2002-10-01
"449","lit review","Frugivory in sun bears (Helarctos malayanus) is linked to El Niño-related fluctuations in fruiting phenology, East Kalimantan, Indonesia","Fredriksson, Wich & Trisno 2006","Frugivory in sun bears (Helarctos malayanus) is linked to El Nino-related fluctuations in fruiting phenology, East Kalimantan, Indonesia

G. M. Fredriksson, S. A. Wich and Trisno

Biological Journal of the Linnean Society 2006 Vol. 89 Issue 3 Pages 489-508

DOI: 10.1111/j.1095-8312.2006.00688.x","https://www.beruangmadu.org/uploads/pdfs/sun_bear_frugivory.pdf",NA,"Sungai Wain Protection Forest","NA","4000","-1.0833333","116.8166667","East Kalimantan","January",1998,"July",2002,"binoculars","fruit","January 1998","February 1998",NA,"15.7% of trees (86 of 549) fruited",NA,NA,1998-01-01,1998-02-01,"January","July",1998-01-01,2002-07-01
"449","lit review","Frugivory in sun bears (Helarctos malayanus) is linked to El Niño-related fluctuations in fruiting phenology, East Kalimantan, Indonesia","Fredriksson, Wich & Trisno 2006","Frugivory in sun bears (Helarctos malayanus) is linked to El Nino-related fluctuations in fruiting phenology, East Kalimantan, Indonesia

G. M. Fredriksson, S. A. Wich and Trisno

Biological Journal of the Linnean Society 2006 Vol. 89 Issue 3 Pages 489-508

DOI: 10.1111/j.1095-8312.2006.00688.x","https://www.beruangmadu.org/uploads/pdfs/sun_bear_frugivory.pdf",NA,"Sungai Wain Protection Forest","NA","4000","-1.0833333","116.8166667","East Kalimantan","January",1998,"July",2002,"binoculars","fruit","November 2001","December 2001",NA,"10.3% of trees (49 of 474) carried fruit",NA,NA,2001-11-01,2001-12-01,"January","July",1998-01-01,2002-07-01
"451","lit review","How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?","Tokumoto et al. 2009","TOKUMOTO, Y., MATSUSHITA, M., TAMAKI, I., SAKAI, S. and NAKAGAWA, M. (2009), How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?. Plant Species Biology, 24: 104-108. https://doi.org/10.1111/j.1442-1984.2009.00243.x","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1111/j.1442-1984.2009.00243.x","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","October",2000,"October",2007,"seed traps","flower","August 2001","October 2001",NA,NA,NA,NA,2001-08-01,2001-10-01,"October","October",2000-10-01,2007-10-01
"451","lit review","How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?","Tokumoto et al. 2009","TOKUMOTO, Y., MATSUSHITA, M., TAMAKI, I., SAKAI, S. and NAKAGAWA, M. (2009), How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?. Plant Species Biology, 24: 104-108. https://doi.org/10.1111/j.1442-1984.2009.00243.x","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1111/j.1442-1984.2009.00243.x","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","October",2000,"October",2007,"seed traps","fruit","March 2002","March 2002",NA,NA,NA,"only peak reported",2002-03-01,2002-03-01,"October","October",2000-10-01,2007-10-01
"451","lit review","How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?","Tokumoto et al. 2009","TOKUMOTO, Y., MATSUSHITA, M., TAMAKI, I., SAKAI, S. and NAKAGAWA, M. (2009), How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?. Plant Species Biology, 24: 104-108. https://doi.org/10.1111/j.1442-1984.2009.00243.x","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1111/j.1442-1984.2009.00243.x","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","October",2000,"October",2007,"seed traps","flower","May 2004","July 2004",NA,NA,NA,NA,2004-05-01,2004-07-01,"October","October",2000-10-01,2007-10-01
"451","lit review","How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?","Tokumoto et al. 2009","TOKUMOTO, Y., MATSUSHITA, M., TAMAKI, I., SAKAI, S. and NAKAGAWA, M. (2009), How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?. Plant Species Biology, 24: 104-108. https://doi.org/10.1111/j.1442-1984.2009.00243.x","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1111/j.1442-1984.2009.00243.x","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","October",2000,"October",2007,"seed traps","fruit","July 2004","July 2004",NA,NA,NA,"only peak reported",2004-07-01,2004-07-01,"October","October",2000-10-01,2007-10-01
"451","lit review","How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?","Tokumoto et al. 2009","TOKUMOTO, Y., MATSUSHITA, M., TAMAKI, I., SAKAI, S. and NAKAGAWA, M. (2009), How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?. Plant Species Biology, 24: 104-108. https://doi.org/10.1111/j.1442-1984.2009.00243.x","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1111/j.1442-1984.2009.00243.x","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","October",2000,"October",2007,"seed traps","flower","April 2005","June 2005",NA,NA,NA,NA,2005-04-01,2005-06-01,"October","October",2000-10-01,2007-10-01
"451","lit review","How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?","Tokumoto et al. 2009","TOKUMOTO, Y., MATSUSHITA, M., TAMAKI, I., SAKAI, S. and NAKAGAWA, M. (2009), How does flowering magnitude affect seed survival in Shorea pilosa (Dipterocarpaceae) at the predispersal stage in Malaysia?. Plant Species Biology, 24: 104-108. https://doi.org/10.1111/j.1442-1984.2009.00243.x","https://esj-journals.onlinelibrary.wiley.com/doi/full/10.1111/j.1442-1984.2009.00243.x","Canopy Biology Plot","Lambir Hills","4056","8","4.2088","114.011985","Sarawak","October",2000,"October",2007,"seed traps","fruit","August 2005","August 2005",NA,NA,NA,"only peak reported",2005-08-01,2005-08-01,"October","October",2000-10-01,2007-10-01
"474","lit review","Gene flow pattern and mating system in a small population of Quercus semiserrata Roxb. (Fagaceae)","Pakkad, Ueno & Yoshimaru 2008","Gene flow pattern and mating system in a small population of Quercus semiserrata Roxb. (Fagaceae)

G. Pakkad, S. Ueno and H. Yoshimaru

Forest Ecology and Management 2008 Vol. 255 Issue 11 Pages 3819-3826

DOI: https://doi.org/10.1016/j.foreco.2008.03.017","https://www.sciencedirect.com/science/article/pii/S0378112708002569",NA,"Khun Wang Royal Agriculture Research Center","NA","NA","18.6172222","98.49713333","Chiang Mai, Thailand","January",2005,"December",2007,NA,"fruit","April 2005","April 2005",NA,NA,NA,NA,2005-04-01,2005-04-01,"January","December",2005-01-01,2007-12-01
"474","lit review","Gene flow pattern and mating system in a small population of Quercus semiserrata Roxb. (Fagaceae)","Pakkad, Ueno & Yoshimaru 2008","Gene flow pattern and mating system in a small population of Quercus semiserrata Roxb. (Fagaceae)

G. Pakkad, S. Ueno and H. Yoshimaru

Forest Ecology and Management 2008 Vol. 255 Issue 11 Pages 3819-3826

DOI: https://doi.org/10.1016/j.foreco.2008.03.017","https://www.sciencedirect.com/science/article/pii/S0378112708002569",NA,"Khun Wang Royal Agriculture Research Center","NA","NA","18.6172222","98.49713333","Chiang Mai, Thailand","January",2005,"December",2007,NA,"fruit","April 2007","April 2007",NA,NA,NA,NA,2007-04-01,2007-04-01,"January","December",2005-01-01,2007-12-01
"489","lit review","Preference in flower visits and partitioning in pollen diets of stingless bees in an Asian tropical rain forest","Nagamitsu et al.1999","Nagamitsu, T., Momose, K., Inoue, T. et al. Preference in flower visits and partitioning in pollen diets of stingless bees in an Asian tropical rain forest. Res Popul Ecol 41, 195–202 (1999). https://doi.org/10.1007/s101440050023","https://link.springer.com/article/10.1007/s101440050023","Canopy biology plot, waterfall trail","Lambir Hills","4056","13","4.2088","114.011985","Sarawak","June",1993,"October",1996,"observed from forest floor","flower","March 1996","December 1996",NA,NA,NA,NA,1996-03-01,1996-12-01,"June","October",1993-06-01,1996-10-01
"491","lit review","Fruiting and seedling survival of dipterocarps in a logged forest","Appanah & Manaf 1994","Appanah, S., & Manaf, Mohd. R. Abd. (1994). FRUITING AND SEEDLING SURVIVAL OF DIPTEROCARPS IN A LOGGED FOREST. Journal of Tropical Forest Science, 6(3), 215–222. http://www.jstor.org/stable/43582431","https://www.jstor.org/stable/43582431?seq=1",NA,"Sungai Tekam Forest Reserve","NA","1000","4.25","102.45","Peninsular Malaysia","June",1987,"October",1987,"ground segment","fruit","June 1987","October 1987",NA,NA,NA,NA,1987-06-01,1987-10-01,"June","October",1987-06-01,1987-10-01
"510","lit review","Phenological changes in a Sumatran rain forest","VanSchaik 1986","Van Schaik, C. P. (1986). Phenological Changes in a Sumatran Rain Forest. Journal of Tropical Ecology, 2(4), 327–347. http://www.jstor.org/stable/2559462","https://www.jstor.org/stable/2559462?seq=1",NA,"Ketambe","NA","200","3.6833333","97.65","Sumatra","December",1979,"February",1983,"binoculars","flower","January 1981","July 1981",NA,NA,NA,NA,1981-01-01,1981-07-01,"December","February",1979-12-01,1983-02-01
"510","lit review","Phenological changes in a Sumatran rain forest","VanSchaik 1986","Van Schaik, C. P. (1986). Phenological Changes in a Sumatran Rain Forest. Journal of Tropical Ecology, 2(4), 327–347. http://www.jstor.org/stable/2559462","https://www.jstor.org/stable/2559462?seq=1",NA,"Ketambe","NA","200","3.6833333","97.65","Sumatra","December",1979,"February",1983,"binoculars","fruit","May 1981","January 1982",NA,NA,NA,NA,1981-05-01,1982-01-01,"December","February",1979-12-01,1983-02-01
"511","lit review","Flora and reproductive phenology of the rain forest at Bukit Timah, Singapore","Corlett 1990","Corlett, Richard T. “Flora and Reproductive Phenology of the Rain Forest at Bukit Timah, Singapore.” Journal of Tropical Ecology, vol. 6, no. 1, 1990, pp. 55–63. JSTOR, http://www.jstor.org/stable/2559368. Accessed 27 July 2026.","https://www.jstor.org/stable/2559368?seq=1",NA,"Bukit Timah","1344","71","1.348947","103.777049","Singapore","July",1986,"November",1987,"ground observation","flower","March 1987","May 1987",NA,NA,NA,NA,1987-03-01,1987-05-01,"July","November",1986-07-01,1987-11-01
"511","lit review","Flora and reproductive phenology of the rain forest at Bukit Timah, Singapore","Corlett 1990","Corlett, Richard T. “Flora and Reproductive Phenology of the Rain Forest at Bukit Timah, Singapore.” Journal of Tropical Ecology, vol. 6, no. 1, 1990, pp. 55–63. JSTOR, http://www.jstor.org/stable/2559368. Accessed 27 July 2026.","https://www.jstor.org/stable/2559368?seq=1",NA,"Bukit Timah","1344","71","1.348947","103.777049","Singapore","July",1986,"November",1987,NA,"fruit","June 1987","August 1987",NA,NA,NA,NA,1987-06-01,1987-08-01,"July","November",1986-07-01,1987-11-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Ampang","NA","544.3","3.234552","101.616579","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","February 1976","June 1976","100","83.2",NA,NA,1976-02-01,1976-06-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Ampang","555705716","2033","3.169607","101.807275","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","June 1981","December 1981","93.8","64.2",NA,NA,1981-06-01,1981-12-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Ampang","555705716","2033","3.169607","101.807275","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","May 1983","July 1983","81.3","35.5",NA,NA,1983-05-01,1983-07-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Gombak","555705717","10150","3.299987","101.783337","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","February 1976","June 1976","100","83.2",NA,NA,1976-02-01,1976-06-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Gombak","555705717","10150","3.299987","101.783337","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","June 1981","November 1981","93.8","64.2",NA,NA,1981-06-01,1981-11-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Gombak","555705717","10150","3.299987","101.783337","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","March 1983","August 1983","81.3","35.5",NA,NA,1983-03-01,1983-08-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Kepong","NA","544.3","3.234552","101.616579","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","February 1976","June 1976","100","83.2",NA,NA,1976-02-01,1976-06-01,"January","December",1973-01-01,1983-12-01
"567","found as long term dataset ref in Numata 1999","Phenological behavior of some Shorea species in peninsular Malaysia","Yap & Chan 1990","Yap, S.K. & Chan, H.T. (1990) Phenological behavior of some Shorea species in peninsular Malaysia. pp 21-35, in Bawa, K.S. & hadley, M. (eds.) Reproductive ecology of tropical forest plants. UNESCO, Paris.","https://www.google.com.au/books/edition/_/tHFay3R190QC?hl=en&gbpv=1",NA,"Kepong","NA","544.3","3.234552","101.616579","Peninsular Malaysia","January",1973,"December",1983,NA,"flower","May 1981","January 1982","93.8","64.2",NA,NA,1981-05-01,1982-01-01,"January","December",1973-01-01,1983-12-01
